"","X","species","biome","system","Country.list","Class","lengthyear","Decimal.Latitude","Decimal.Longitude","id","n","intercept","slope","intercept_se","slope_se","intercept_p","slope_p","Red.List.status"
"8370",8370,"Sus scrofa","Mediterranean forests woodlands and scrub","Terrestrial","Italy","Mammalia",6,43.13333,11.18333,10706,5,-103.337222538417,0.0520774046670456,257.357797518725,0.129520718243909,0.704615706043406,0.704238560281005,"LC"
"8371",8371,"Sus scrofa","Temperate broadleaf and mixed forests","Terrestrial","Bulgaria","Mammalia",14,42.73083,25.16917,10740,13,7.2021505376433,-0.00368663594470492,80.6963487930903,0.0404492027856019,0.930243563918862,0.928768893205142,"LC"
"8372",8372,"Sus scrofa","Temperate broadleaf and mixed forests","Terrestrial","United Kingdom","Mammalia",6,50.8625,-2.80694,6353,5,-215.113502935443,0.107632093933475,287.680126246665,0.143983975034333,0.488264696374135,0.488388504691138,"LC"
"8373",8373,"Sylvia atricapilla","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",5,41.31667,2.15,6779,10,-445.709774436178,0.222556390977487,184.202196848784,0.092032040865547,0.0360815412937548,0.0361697244104961,"LC"
"8374",8374,"Sylvia atricapilla","Boreal forests/taiga","Terrestrial","Norway","Aves",7,62,10,2835,14,-402.84719710669,0.201627486437613,90.1235074224991,0.0450729923728046,0.000528774392340902,0.000525330118904742,"LC"
"8375",8375,"Sylvia atricapilla","Boreal forests/taiga","Terrestrial","Norway","Aves",13,58.86667,9.41667,2836,26,-212.180113434983,0.106073496396092,34.6207529154896,0.0173406873756681,1.76808635558925e-06,1.82184367562427e-06,"LC"
"8376",8376,"Sylvia atricapilla","Temperate broadleaf and mixed forests","Terrestrial","United Kingdom","Aves",5,51.29167,-0.38361,6060,10,-37.5714285712504,0.0190476190475287,232.821714706835,0.118033778170162,0.875012402159446,0.875012355756534,"LC"
"8377",8377,"Sylvia atricapilla","Temperate coniferous forests","Terrestrial","Norway","Aves",13,58.08333,6.8,2837,26,-124.490273363022,0.0621741894469274,44.2896994638884,0.0221836259378972,0.00926834807734664,0.0094482896111234,"LC"
"8378",8378,"Sylvia atricapilla","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",12,37,-6.41667,6595,24,22.646078921084,-0.011488511488514,56.0552698910015,0.0280275858972683,0.689793399006023,0.685515041177041,"LC"
"8379",8379,"Sylvia atricapilla","Boreal forests/taiga","Terrestrial","Sweden","Aves",23,62,15,451,46,-108.216408317583,0.0543856332703226,9.30979970510157,0.00468650550381044,2.74941692098974e-15,2.91093685952885e-15,"LC"
"8380",8380,"Sylvia atricapilla","Mediterranean forests woodlands and scrub","Terrestrial","France","Aves",25,43.61667,4.46667,7419,46,8.18477566328964,-0.00418113626892778,19.9147084636789,0.00998016292813755,0.682987188886937,0.677206400623604,"LC"
"8381",8381,"Sylvia atricapilla","Boreal forests/taiga","Terrestrial","Sweden","Aves",7,63,17,450,14,-434.488468930172,0.220371556694426,100.077744356086,0.0507107559688413,0.000676996421813953,0.000671597752444843,"LC"
"8382",8382,"Sylvia atricapilla","Temperate broadleaf and mixed forests","Terrestrial","Poland","Aves",19,52.66667,23.83333,4950,38,-41.1324473306655,0.0207807898512423,29.0427904918755,0.0146347532832379,0.164841838042986,0.163771484114094,"LC"
"8383",8383,"Sylvia borin","Boreal forests/taiga","Terrestrial","Norway","Aves",7,62,10,2838,14,80.9788359788329,-0.0405643738977057,158.679384885566,0.0793594802201732,0.617771438813947,0.617213711007523,"LC"
"8384",8384,"Sylvia borin","Boreal forests/taiga","Terrestrial","Norway","Aves",13,58.86667,9.41667,2839,26,-201.70887051096,0.100917639061983,38.542960638384,0.0193052251808155,1.81716386650905e-05,1.84545942283408e-05,"LC"
"8385",8385,"Sylvia borin","Temperate broadleaf and mixed forests","Terrestrial","United Kingdom","Aves",5,51.29167,-0.38361,6061,10,-338.142857143223,0.171428571428757,349.232572060221,0.177050667255227,0.355755898364442,0.355755725836489,"LC"
"8386",8386,"Sylvia borin","Boreal forests/taiga","Terrestrial","Sweden","Aves",7,63,17,6062,14,-339.8055713339,0.172157531004449,102.009126155479,0.0516894134290171,0.00494623761053625,0.00495130089790453,"LC"
"8387",8387,"Sylvia borin","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",12,37,-6.41667,6594,24,186.065893714628,-0.0932653637672095,40.8164177089735,0.020408173140215,0.000127592075992182,0.000123945496428348,"LC"
"8388",8388,"Sylvia cantillans","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",12,37,-6.41667,6589,24,-70.1773940345357,0.0349293563579272,57.0131649888681,0.0285065326080456,0.230288160555449,0.232347684788859,"LC"
"8389",8389,"Sylvia communis","Boreal forests/taiga","Terrestrial","Norway","Aves",13,58.86667,9.41667,2840,26,-197.323981900479,0.0987718164188887,43.9475978520241,0.0220122756175696,0.000129168186181506,0.000130145821477297,"LC"
"8390",8390,"Sylvia communis","Boreal forests/taiga","Terrestrial","Sweden","Aves",23,62,15,453,46,-87.9966747181967,0.0442874396135267,17.9436707993264,0.00903275200577352,1.21207672201791e-05,1.21640358370366e-05,"LC"
"8391",8391,"Sylvia communis","Boreal forests/taiga","Terrestrial","Sweden","Aves",10,63,17,452,16,-268.429086757758,0.135935906183119,78.8076058933688,0.0399182602850318,0.00361311220753795,0.00361902802532394,"LC"
"8392",8392,"Sylvia communis","Temperate coniferous forests","Terrestrial","Norway","Aves",10,58.08333,6.8,2841,20,23.8542024013868,-0.0120068610634722,73.7640174363604,0.0369188814048174,0.749760399515271,0.748390127719147,"LC"
"8393",8393,"Sylvia communis","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",12,37,-6.41667,6593,24,-17.7347955688016,0.00880900476042073,59.7593958100145,0.0298796456156731,0.769195322124909,0.770669442241618,"LC"
"8394",8394,"Sylvia communis","Temperate broadleaf and mixed forests","Terrestrial","United Kingdom, Netherlands, Denmark, Germany","Aves",19,53.27222,7.17472,454,38,-107.120981023989,0.0540279269602578,27.6760965832366,0.0139250214358454,0.00041383076967069,0.000402570329132797,"LC"
"8395",8395,"Sylvia communis","Temperate broadleaf and mixed forests","Terrestrial","Germany, Finland, Latvia, Estonia","Aves",19,59.37611,24.43417,455,38,-105.29119226638,0.0530791263873971,29.0116639250558,0.0145970021759007,0.000833717149228543,0.000817057393508393,"LC"
"8396",8396,"Sylvia conspicillata","Mediterranean forests woodlands and scrub","Terrestrial","France","Aves",15,42.85,3,6844,10,276.771388268481,-0.13842717761843,16.809653057045,0.00839291023615081,1.42350127931659e-08,1.40003054998531e-08,"LC"
"8397",8397,"Sylvia curruca","Boreal forests/taiga","Terrestrial","Sweden","Aves",7,63,17,6063,14,-445.772175536877,0.225676937441641,72.1977381584016,0.0365835771460445,2.41696897705421e-05,2.43969099168991e-05,"LC"
"8398",8398,"Sylvia curruca","Temperate coniferous forests","Terrestrial","Norway","Aves",13,58.08333,6.8,2737,26,17.4336204336176,-0.00891000891000751,50.6467031154729,0.0253676934027844,0.733449226476203,0.728242764059536,"LC"
"8399",8399,"Sylvia curruca","Boreal forests/taiga","Terrestrial","Sweden","Aves",23,62,15,456,46,56.0287302617357,-0.0282673588578849,20.3990112742727,0.010268757829106,0.00856604246678207,0.00843027227081188,"LC"
"8400",8400,"Sylvia curruca","Boreal forests/taiga","Terrestrial","Norway","Aves",13,58.86667,9.41667,2736,26,-176.534231805935,0.0884097035040455,48.0598508775756,0.0240720024611713,0.00108964796506917,0.00109104055435139,"LC"
"8401",8401,"Sylvia hortensis","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",12,37,-6.41667,6592,24,153.307692307677,-0.0769230769230692,52.7091748891847,0.0263545413241854,0.00770357757991686,0.00752044289960564,"LC"
"8402",8402,"Sylvia melanocephala","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",12,37,-6.41667,6590,24,-189.190476190488,0.0945054945055004,50.3832207409188,0.025191566285257,0.0009761611666297,0.000984897132212339,"LC"
"8403",8403,"Sylvia melanocephala","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",5,41.31667,2.15,6778,10,-195.208776844087,0.0974789915966465,236.19501599992,0.118008958289395,0.427814986542228,0.428054439108451,"LC"
"8404",8404,"Sylvia melanocephala","Mediterranean forests woodlands and scrub","Terrestrial","France","Aves",9,42.2125,9.01194,6675,18,276.945454545453,-0.139393939393938,69.1376702249787,0.0347862128438824,0.000829216880872104,0.000826542378577214,"LC"
"8405",8405,"Sylvia undata","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",5,41.31667,2.15,6777,10,403.979047619078,-0.201904761904777,256.264699781307,0.128036276038724,0.146009003921213,0.145889461973063,"NT"
"8406",8406,"Sylvia undata","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Aves",12,37,-6.41667,6591,24,54.7527472527508,-0.0274725274725292,69.3829853399023,0.0346914319599983,0.437758214195025,0.436170284099855,"NT"
"8407",8407,"Sylvicapra grimmia","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Zimbabwe","Mammalia",32,-19,26.5,8527,22,23.603542699988,-0.0121017741320111,29.8564563821077,0.0149867895241639,0.437636145040584,0.428025537225045,"LC"
"8408",8408,"Sylvicapra grimmia","Montane grasslands and shrublands","Terrestrial","Ethiopia","Mammalia",14,7.16667,39.71667,139,10,200.213799567337,-0.100799398407744,53.03583681713,0.0266678737259188,0.0036312276975533,0.00360310234597325,"LC"
"8409",8409,"Synaphobranchus kaupii","Unknown","Marine","Canada","Actinopterygii",24,53.910492,-53.864595,18072,22,43.1998247311566,-0.0221232797733942,24.5008027746035,0.0123589797597748,0.0917532179665323,0.087219163557182,"LC"
"8410",8410,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Zimbabwe","Mammalia",32,-19,26.5,8530,22,17.8327897860836,-0.00903973980054272,29.7382666771234,0.0149274628509026,0.55486057473626,0.550992071046335,"LC"
"8411",8411,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Tanzania, United Republic Of","Mammalia",35,-3.16667,35.58333,2394,26,-66.7395747671742,0.033431985209529,12.8754814417897,0.00647289403580591,2.07209127293006e-05,2.17575345948047e-05,"LC"
"8412",8412,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Tanzania, United Republic Of","Mammalia",20,-3.18333,35.53333,146,11,-168.443143834093,0.0848531037757487,25.6349496750897,0.0129317804320002,4.01984970969137e-05,4.07071538535081e-05,"LC"
"8413",8413,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Tanzania, United Republic Of","Mammalia",22,-3.18333,35.53333,147,14,-113.329479654233,0.0570280883507132,15.8978703597386,0.00802840688284681,5.10306860236183e-06,5.30952647329024e-06,"LC"
"8414",8414,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Zimbabwe","Mammalia",9,-21.11667,31.93333,10081,7,-317.44956787708,0.158640680015646,127.965780831429,0.0639224581026449,0.0421645225969842,0.0421009962961724,"LC"
"8415",8415,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Tanzania, United Republic Of, Kenya","Mammalia",33,-2.41667,35,5593,11,107.329739984846,-0.0540900731054436,14.6188449723234,0.00736795599743092,1.46320950458319e-05,1.46434972362007e-05,"LC"
"8416",8416,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","South Africa","Mammalia",17,-28,32,5256,7,116.822843822852,-0.0584831834831874,69.312563240087,0.0347333439171082,0.135768807714823,0.136099072166801,"LC"
"8417",8417,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Tanzania, United Republic Of","Mammalia",35,-3.16667,35.58333,2395,26,-78.8330689250906,0.0395480754727336,13.414063527406,0.00674329226702237,3.38387700144394e-06,3.49153169962132e-06,"LC"
"8418",8418,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","South Africa","Mammalia",15,-28,32,5255,6,92.6813611281315,-0.0468424279583024,102.174720665932,0.0517240458240619,0.399324055132351,0.400039790263673,"LC"
"8419",8419,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Uganda","Mammalia",32,2.194646,31.776307,13466,6,11.5511033393901,-0.00584490795273894,52.7738137191497,0.0263964855724503,0.833999432617605,0.832103141685259,"LC"
"8420",8420,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Uganda","Mammalia",32,-0.301459,29.955323,13467,8,-59.9654636040417,0.029883982035928,43.5637258272472,0.0217859835774648,0.205960513887659,0.207389088709057,"LC"
"8421",8421,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Tanzania, United Republic Of","Mammalia",25,-9,37.5,14936,6,65.7093640456503,-0.0328989361382564,55.0052276333415,0.0275075316573694,0.277319218144412,0.276813513944381,"LC"
"8422",8422,"Syncerus caffer","Montane grasslands and shrublands","Terrestrial","South Africa","Mammalia",20,-28.22361,31.90167,10013,7,83.089932497788,-0.0415464048524825,64.6777355220766,0.0323800936267539,0.239781392738706,0.240307247554718,"LC"
"8423",8423,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Uganda","Mammalia",28,2,33,151,5,10.3501059751144,-0.00535810167958882,70.6540911994557,0.0353015015974036,0.88925784077067,0.885293760520512,"LC"
"8424",8424,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Uganda","Mammalia",15,-0.59972,31.007054,13465,5,-202.780575869044,0.101226196280043,92.3824334189392,0.0461515121709811,0.0795923739232301,0.0797597311929286,"LC"
"8425",8425,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Kenya","Mammalia",22,-0.39861,36.09083,7692,12,-104.088152183165,0.0524384145663984,38.293823440603,0.019334585331457,0.0186718150367126,0.0188799103141331,"LC"
"8426",8426,"Syncerus caffer","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","South Africa","Mammalia",27,-23.83333,31.5,5268,26,21.2044736926104,-0.0106576842900221,27.3177183694207,0.0137723679554978,0.444625175978461,0.446001948290688,"LC"
"8427",8427,"Syngnathus rostellatus","Unknown","Marine","United Kingdom","Actinopterygii",15,51.46667,0.28333,9362,14,-88.8954916273078,0.0446758265349935,57.6201226334267,0.0290350048780098,0.145179938172723,0.146171893527319,"LC"
"8428",8428,"Syngnathus watermeyeri","Unknown","Marine","South Africa","Actinopterygii",9,-33.545,27.05139,9399,8,361.002424242385,-0.180606060606041,136.859156664441,0.0684124046984232,0.0298165426440375,0.0297151440265445,"CR"
"8429",8429,"Synodontis zambezensis","Tropical and subtropical floodplain rivers and wetland complexes","Freshwater","Zimbabwe","Actinopterygii",22,-16.99833,27.99389,5098,21,-160.961462450601,0.0810276679841938,22.9420394363136,0.0115809746714455,6.313319722177e-07,6.58037175420333e-07,"LC"
"8430",8430,"Syrigma sibilatrix","Tropical and subtropical moist broadleaf forests","Terrestrial","Brazil","Aves",9,-26.91472,-48.64889,8857,5,74.5265957446595,-0.0372340425531809,241.986345374855,0.120898065477914,0.770515474878848,0.770515263228377,"LC"
"8431",8431,"Tachybaptus ruficollis","Temperate coastal rivers","Freshwater","Morocco","Aves",17,30.21667,-9.61667,7027,34,119.648855253604,-0.0603786836371985,24.9719257811762,0.0125392121731019,3.19729947071097e-05,2.97853423315585e-05,"LC"
"8432",8432,"Tachybaptus ruficollis","Temperate coastal rivers","Freshwater","Spain","Aves",10,42.2,3.11667,6918,18,-339.018518518513,0.169312169312166,47.4454103225736,0.0237155631091095,1.17771112516549e-06,1.19153485945274e-06,"LC"
"8433",8433,"Tachybaptus ruficollis","Temperate coastal rivers","Freshwater","Morocco","Aves",15,34.85,-6.26667,6722,30,102.141666666657,-0.0514705882352892,36.6896351542284,0.0183677283873219,0.00920733217731162,0.00880496638580385,"LC"
"8434",8434,"Tachybaptus ruficollis","Temperate floodplain rivers and wetlands","Freshwater","Spain","Aves",9,38.142178,-1.100236,6522,18,141.007941483786,-0.0706374085684342,78.1743552309201,0.0391164746022913,0.0880317642562027,0.0876978646862368,"LC"
"8435",8435,"Tachybaptus ruficollis","Temperate floodplain rivers and wetlands","Freshwater","Spain","Aves",26,39.79194,3.10056,6784,52,-46.4934237302647,0.0233096987482947,18.6513113158134,0.00933024999338138,0.0158977536038362,0.0156788689517093,"LC"
"8436",8436,"Tachybaptus ruficollis","Temperate coastal rivers","Freshwater","Turkey","Aves",17,40.15,28.58333,6829,12,89.6042483471806,-0.0450540052275571,50.1206246439633,0.0250906405934905,0.0990725956507028,0.0977540052891158,"LC"
"8437",8437,"Tachybaptus ruficollis","Temperate floodplain rivers and wetlands","Freshwater","Spain","Aves",34,40.71028,0.84417,7169,56,-91.5746345330616,0.0458433446137985,12.2353049409628,0.00613864136116966,5.47636573898037e-10,5.83033155496763e-10,"LC"
"8438",8438,"Tachybaptus ruficollis","Temperate floodplain rivers and wetlands","Freshwater","Spain","Aves",7,41.31667,2.15,6682,14,-240.72131147541,0.120218579234973,165.037713710037,0.0824157831083156,0.166748534504843,0.166721331435641,"LC"
"8439",8439,"Tachybaptus ruficollis","Temperate coastal rivers","Freshwater","Italy","Aves",7,43.83139,10.33278,6976,14,-657.832681017607,0.329745596868882,67.5186078770817,0.0338354113595457,1.28842047400404e-07,1.28420584884475e-07,"LC"
"8440",8440,"Tachybaptus ruficollis","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom","Aves",7,51.16667,-2.86667,5188,14,-233.779166666665,0.116666666666666,145.65466009274,0.0728090800073671,0.130802345247447,0.131390712082133,"LC"
"8441",8441,"Tachycineta bicolor","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,13648,43,84.9189207767659,-0.0427813102671326,3.59684197140209,0.00180560518579011,3.02822731654885e-26,2.62581149952144e-26,"LC"
"8442",8442,"Tachycineta bicolor","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,45.290147,-62.735984,14450,43,84.6489985742693,-0.0425899122733374,2.04760040340889,0.00102789000356883,2.95929829296868e-36,2.69098654118412e-36,"LC"
"8443",8443,"Tachycineta bicolor","Boreal forests/taiga","Terrestrial","Canada","Aves",44,50,-86,4095,43,89.7598977650831,-0.0451348075787013,2.27483542629437,0.00114196138590293,2.08844348134719e-35,1.94691955580588e-35,"LC"
"8444",8444,"Tachycineta bicolor","Boreal forests/taiga","Terrestrial","Canada","Aves",44,54,-72,4096,43,86.2955414684591,-0.0434477996181993,3.12879739693643,0.00157064804350935,5.6748897593441e-29,5.03350699041748e-29,"LC"
"8445",8445,"Tachycineta bicolor","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-125,4091,43,86.0785709827715,-0.0433336253527853,2.35014396620064,0.00117976607436859,4.68573764329664e-34,4.16438274306146e-34,"LC"
"8446",8446,"Tachycineta bicolor","Boreal forests/taiga","Terrestrial","Canada","Aves",40,64.407745,-120.52011,14449,39,-55.9190476190509,0.0279998777431399,9.24675237234771,0.00463720641082473,4.44994154129051e-07,4.58479809232562e-07,"LC"
"8447",8447,"Tachycineta bicolor","Boreal forests/taiga","Terrestrial","Canada","Aves",44,54,-106,4097,43,-83.8697514273169,0.0420258234519105,3.20258041076167,0.00160768692190471,4.66132145578602e-28,5.01809178207377e-28,"LC"
"8448",8448,"Tachycineta bicolor","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3062,40,84.1118033810862,-0.0424379090625919,5.89240747943515,0.00296021011579179,2.73465620977988e-17,2.36666070123991e-17,"LC"
"8449",8449,"Tachycineta bicolor","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",44,46.5,-66.75,4093,43,85.9454817119856,-0.0432133066607395,1.82885524853407,0.000918080512590703,1.34374182382048e-38,1.25623788119341e-38,"LC"
"8450",8450,"Tachycineta bicolor","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-97,4092,43,81.6915945262173,-0.0410921700332211,4.88017763236962,0.00244983630380309,1.89611201877476e-20,1.75763392321015e-20,"LC"
"8451",8451,"Tachycineta bicolor","Tundra","Terrestrial","Canada","Aves",28,63.748366,-136.036766,14451,27,-103.156528326244,0.0514493695567399,13.2237342660312,0.00661180927993753,2.17879915693764e-08,2.28431399180593e-08,"LC"
"8452",8452,"Tachycineta bicolor","Boreal forests/taiga","Terrestrial","Canada","Aves",44,55,-115,4090,43,-91.9116311981463,0.046054237647933,2.28171755165469,0.0011454161946876,8.7859178100859e-36,9.49323248871777e-36,"LC"
"8453",8453,"Tachycineta bicolor","Temperate broadleaf and mixed forests","Terrestrial","Canada","Aves",42,45,-63,4094,41,75.4446221573091,-0.0379708131166123,3.56027387126124,0.00178814902913011,1.05484709140219e-23,9.75551908707285e-24,"LC"
"8454",8454,"Tachycineta bicolor","Boreal forests/taiga","Terrestrial","Canada","Aves",40,53.003392,-60.79843,14448,39,68.366604769556,-0.0344467858707677,6.02252461012975,0.00302027010206965,6.26590780906025e-14,5.43843871699015e-14,"LC"
"8455",8455,"Tachycineta thalassina","Temperate coniferous forests","Terrestrial","Canada","Aves",44,56.159482,-125.441985,14453,43,28.1591898240482,-0.0140938704959447,10.802182110525,0.00542266693718823,0.0125103665971476,0.0127559146991855,"LC"
"8456",8456,"Tachycineta thalassina","Temperate coniferous forests","Terrestrial","Canada","Aves",37,55,-125,4098,36,-45.2355462434078,0.0227763180515908,10.4726491050797,0.00526652746576561,0.000117513683367392,0.000115661709773409,"LC"
"8457",8457,"Tachycineta thalassina","Temperate broadleaf and mixed forests","Terrestrial","United States, Canada","Aves",41,48.99722,-97.22917,3063,40,45.0148421251653,-0.0226480836236933,9.58463504959334,0.00481510040318843,3.09719171365738e-05,3.02974395848227e-05,"LC"
"8458",8458,"Tachycineta thalassina","Tundra","Terrestrial","Canada","Aves",32,63.748366,-136.036766,14454,31,1.12704585966604,-0.000648193161562073,15.745483422499,0.00788053284249195,0.943396769539916,0.934974765708816,"LC"
"8459",8459,"Tachycineta thalassina","Boreal forests/taiga","Terrestrial","Canada","Aves",44,60.108611,-113.6425,13649,43,28.2222101664556,-0.0141207471130745,10.9015947210378,0.00547257180554278,0.0130879541392426,0.0133705344493439,"LC"
"8460",8460,"Tachycineta thalassina","Temperate coniferous forests","Terrestrial","Canada","Aves",38,55.142948,-114.807219,14452,37,15.5224912947138,-0.00802469135802485,10.7943948667736,0.00541606761512729,0.158834939481266,0.146901743410229,"LC"
"8461",8461,"Tadorna ferruginea","Xeric freshwaters and endorheic basins","Freshwater","Turkey","Aves",19,37.53333,33.75,7139,5,31.4004605738265,-0.0161315608002385,71.0167158560272,0.0358978209192369,0.676846502653251,0.671970858187012,"LC"
"8462",8462,"Tadorna ferruginea","Temperate coastal rivers","Freshwater","Morocco","Aves",17,30.21667,-9.61667,7018,16,21.2185529182427,-0.0110079119367042,45.3695320613105,0.0227815104728509,0.646318125673458,0.635502803893782,"LC"
"8463",8463,"Tadorna tadorna","Temperate floodplain rivers and wetlands","Freshwater","Ukraine","Aves",5,46.66667,30.7,7245,4,659.593877551063,-0.33061224489798,200.916728547858,0.100684868437115,0.0304170796084965,0.0303967255351025,"LC"
"8464",8464,"Tadorna tadorna","Temperate floodplain rivers and wetlands","Freshwater","Spain","Aves",36,40.71028,0.84417,7183,32,-86.9587041044585,0.0434989423062279,8.76618156976193,0.00440335979995046,2.75984186634523e-11,3.05429925255581e-11,"LC"
"8465",8465,"Tadorna tadorna","Temperate upland rivers","Freshwater","Germany, Switzerland, Austria, Czech Republic, Hungary","Aves",28,48.76972,13.83417,1893,27,-55.1135632183909,0.0276190476190477,24.5574323253922,0.0123527237670141,0.0332129045554521,0.0338239350891245,"LC"
"8466",8466,"Tadorna tadorna","Temperate coastal rivers","Freshwater","Ukraine","Aves",15,45.9,33.51667,7337,14,134.246507352941,-0.0674632352941176,70.7682856864446,0.0355529243458181,0.0786519532568078,0.0785734686676036,"LC"
"8467",8467,"Tadorna tadorna","Temperate floodplain rivers and wetlands","Freshwater","Germany","Aves",9,54.14139,11.74972,1895,8,288.055757575755,-0.144242424242423,150.607338544666,0.0754734064293721,0.092157185048013,0.0923646433697648,"LC"
"8468",8468,"Tadorna tadorna","Temperate floodplain rivers and wetlands","Freshwater","United Kingdom, Ireland, France, Germany, Netherlands","Aves",28,51.79,2.76167,1897,27,-87.1912534825734,0.0438172882582417,22.6116748053263,0.0113739811670351,0.000646939658969771,0.000653112803327295,"LC"
"8469",8469,"Tadorna tadorna","Temperate coastal rivers","Freshwater","Morocco","Aves",15,34.85,-6.26667,6714,14,84.7180092059839,-0.0425397684965816,61.1473295553138,0.0306118481734923,0.187584973459698,0.186339483398063,"LC"
"8470",8470,"Tadorna tadorna","Polar freshwaters","Freshwater","Finland","Aves",10,64,26,1894,9,-259.314574314563,0.130447330447325,79.0840475236871,0.0398407794302986,0.00954488940673431,0.00961770922729907,"LC"
"8471",8471,"Tadorna tadorna","Temperate floodplain rivers and wetlands","Freshwater","Germany","Aves",11,54,10.5,1898,10,-418.959268801391,0.21015826278985,71.2615458735362,0.0357468969302293,0.000155358547868497,0.000155382517214667,"LC"
"8472",8472,"Tadorna tadorna","Temperate floodplain rivers and wetlands","Freshwater","Germany","Aves",17,53.46361,9.81917,1896,16,-167.058236710574,0.0837734474594776,38.3695371315597,0.019276265661642,0.000492177460176187,0.000500427730100254,"LC"
"8473",8473,"Tadorna tadorna","Temperate floodplain rivers and wetlands","Freshwater","Denmark","Aves",20,55.88333,8.23333,1899,11,-206.294383878432,0.103947803105387,30.8446871444024,0.0155611263930428,3.43023505794027e-05,3.4682697055917e-05,"LC"
"8474",8474,"Tadorna tadorna","Temperate floodplain rivers and wetlands","Freshwater","Spain","Aves",9,37,-6.41667,6633,8,-126.276646321873,0.0629938965627996,157.436168299861,0.0785804874024557,0.445675689312317,0.445912437159088,"LC"
"8475",8475,"Tadorna tadorna","Temperate coastal rivers","Freshwater","Turkey, Greece, Ukraine, Bulgaria, Romania","Aves",9,40.67389,28.25722,1892,8,-158.921908891662,0.0794139111222711,122.186386125005,0.0612308992991985,0.229591002901075,0.230798555146689,"LC"
"8476",8476,"Tadorna tadorna","Temperate floodplain rivers and wetlands","Freshwater","Spain, France, Italy, Morocco, Tunisia","Aves",9,39.82278,5.97639,1900,8,-10.8282832827588,0.00547113429002559,155.960015228343,0.0780775239008702,0.94635156146422,0.945855444854471,"LC"
"8477",8477,"Tadorna tadorna","Polar freshwaters","Freshwater","Denmark, Norway, Sweden, Germany, Poland","Aves",22,56,18,1891,21,5.87574631012804,-0.00312866259285349,37.0195812126438,0.0185933579918355,0.875406001433914,0.86798271095913,"LC"
"8478",8478,"Tadorna tadornoides","Temperate coastal rivers","Freshwater","Australia","Aves",34,-38.36667,145.33333,8928,33,-42.3477213580468,0.0210491288714067,15.687101000696,0.00787890466184541,0.0108652967878414,0.0116338347767202,"LC"
"8479",8479,"Taeniopygia bichenovii","Temperate broadleaf and mixed forests","Terrestrial","Australia","Aves",12,-32.65,151.63333,8784,11,-97.974358974358,0.0488400488400483,73.2593497577784,0.0365930178872503,0.20810008602734,0.208948377982994,"LC"
"8480",8480,"Taeniopygia bichenovii","Temperate broadleaf and mixed forests","Terrestrial","Australia","Aves",11,-32.88333,151.6,8776,10,325.460315262328,-0.162867825244079,81.184114604235,0.0405615757457868,0.0024823860975287,0.00245688968433391,"LC"
"8481",8481,"Tamias amoenus","Temperate coniferous forests","Terrestrial","Canada","Mammalia",9,49.666667,-119.883333,12387,8,121.53589230773,-0.0609714993188358,156.070237269544,0.0781327038394181,0.458553634352373,0.457645386251157,NA
